Address,Family_size,Family_id,Status,client_id,collect_scheduled_date,Pickup_date,Title,Month,Day,Year,Special_Event,Day_of_week,weekend_or_weekday,age_group
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2023-09-25,2023-09-25,Food Hamper,9,25,2023,Mawlid al-Nabi,Monday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2023-10-25,2023-10-25,Food Hamper ,10,25,2023,Halloween,Wednesday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2023-11-28,2023-11-28,Food Hamper,11,28,2023,Remembrance Day,Tuesday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2023-12-28,2023-12-28,Food Hamper,12,28,2023,Christmas Day,Thursday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-01-29,2024-01-29,Food Hamper,1,29,2024,New Year's Day,Monday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-02-29,2024-02-29,Food Hamper,2,29,2024,Family Day,Thursday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-04-29,2024-04-01,Food Hamper,4,1,2024,Eid al-Fitr,Monday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-05-29,2024-05-01,Food Hamper,5,1,2024,Laylat al-Qadr,Wednesday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-06-29,2024-05-30,Food Hamper,5,30,2024,Laylat al-Qadr,Thursday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-07-29,2024-07-02,Food Hamper,7,2,2024,Islamic New Year,Tuesday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-08-29,2024-08-12,Food Hamper,8,12,2024,Hajj,Monday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-06-29,2024-05-30,Food Hamper,5,30,2024,Laylat al-Qadr,Thursday,Weekday,20-40
T5X 2P9,4,1695668938193x780717682621153300,Active,1695668938193x837332440616796200,2024-07-29,2024-07-02,Food Hamper,7,2,2024,Islamic New Year,Tuesday,Weekday,20-40
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2023-09-25,2023-09-25,Food Hamper ,9,25,2023,Mawlid al-Nabi,Monday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2023-10-25,2023-10-25,Food Hamper ,10,25,2023,Halloween,Wednesday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2023-11-29,2023-11-29,Food Hamper,11,29,2023,Remembrance Day,Wednesday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-01-03,2024-01-02,Food Hamper,1,2,2024,New Year's Day,Tuesday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-02-05,2024-02-05,Food Hamper,2,5,2024,Family Day,Monday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-03-07,2024-03-06,Food Hamper,3,6,2024,Ramadan,Wednesday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-04-07,2024-04-04,Food Hamper,4,4,2024,Eid al-Fitr,Thursday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-05-04,2024-05-06,Food Hamper,5,6,2024,Laylat al-Qadr,Monday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-06-04,2024-06-13,Food Hamper,6,13,2024,Eid al-Adha,Thursday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-07-04,2024-07-22,Food Hamper,7,22,2024,Islamic New Year,Monday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-08-16,2024-08-15,Food Hamper,8,15,2024,Hajj,Thursday,Weekday,40-60
T5E 2W4,5,1695674810374x923789437267869700,Active,1695674810374x605387076667179000,2024-06-04,2024-06-13,Food Hamper,6,13,2024,Eid al-Adha,Thursday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2023-09-27,2023-09-27,Food Hamper,9,27,2023,Mawlid al-Nabi,Wednesday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2023-11-27,2023-11-27,Food Hamper,11,27,2023,Remembrance Day,Monday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2023-11-30,2023-11-30,food,11,30,2023,Remembrance Day,Thursday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2024-02-06,2024-02-06,Food Hamper,2,6,2024,Family Day,Tuesday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2024-03-08,2024-03-07,Food Hamper,3,7,2024,Ramadan,Thursday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2024-04-08,2024-04-08,Food Hamper,4,8,2024,Eid al-Fitr,Monday,Weekday,40-60
T5E 3M6,1,1695832320795x931407720452980700,Active,1695832320795x606773292126699500,2024-05-08,2024-05-08,Food Hamper,5,8,2024,Laylat al-Qadr,Wednesday,Weekday,40-60
T5B 4K1,3,1695838165468x153433023058280450,Active,1695838165468x193734040301600770,2023-09-27,2023-09-27,Food hamper,9,27,2023,Mawlid al-Nabi,Wednesday,Weekday,20-40
T5B 4K1,3,1695838165468x153433023058280450,Active,1695838165468x193734040301600770,2023-11-27,2023-11-27,Food hamper,11,27,2023,Remembrance Day,Monday,Weekday,20-40
T5B 4K1,3,1695838165468x153433023058280450,Active,1695838165468x193734040301600770,2024-01-08,2024-01-08,Food Hamper,1,8,2024,New Year's Day,Monday,Weekday,20-40
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2023-11-27,2023-11-27,Food Hamper,11,27,2023,Remembrance Day,Monday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2023-12-27,2023-12-20,Food Hamper,12,20,2023,Christmas Day,Wednesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-01-27,2024-01-25,Food Hamper,1,25,2024,New Year's Day,Thursday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-02-27,2024-02-29,Food Hamper,2,29,2024,Family Day,Thursday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-03-27,2024-03-26,Food Hamper,3,26,2024,Ramadan,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-04-27,2024-04-30,Food Hamper,4,30,2024,Eid al-Fitr,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-05-27,2024-05-28,Food Hamper,5,28,2024,Laylat al-Qadr,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-06-27,2024-06-25,Food Hamper,6,25,2024,Eid al-Adha,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-07-27,2024-07-30,Food Hamper,7,30,2024,Islamic New Year,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-05-27,2024-05-28,Food Hamper,5,28,2024,Laylat al-Qadr,Tuesday,Weekday,40-60
T5X 4E7,12,1699830478412x924843509162609000,Active,1696013572945x334984566356848500,2024-06-27,2024-06-25,Food Hamper,6,25,2024,Eid al-Adha,Tuesday,Weekday,40-60
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2023-12-21,2023-12-21,food ,12,21,2023,Christmas Day,Thursday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-01-21,2024-01-24,food ,1,24,2024,New Year's Day,Wednesday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-02-21,2024-02-22,food ,2,22,2024,Family Day,Thursday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-03-21,2024-03-26,food ,3,26,2024,Ramadan,Tuesday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-04-21,2024-04-25,food ,4,25,2024,Eid al-Fitr,Thursday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-05-21,2024-05-27,food ,5,27,2024,Laylat al-Qadr,Monday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-06-21,2024-06-27,food ,6,27,2024,Eid al-Adha,Thursday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-07-27,2024-07-29,food ,7,29,2024,Islamic New Year,Monday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-06-21,2024-06-27,food ,6,27,2024,Eid al-Adha,Thursday,Weekday,20-40
T5A 1C8,5,1699830502406x431350094195739140,Active,1696013573095x624866383412143200,2024-05-21,2024-05-27,food ,5,27,2024,Laylat al-Qadr,Monday,Weekday,20-40
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2023-11-23,2023-11-23,Food Hamper ,11,23,2023,Remembrance Day,Thursday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2023-12-23,2023-12-28,Food Hamper ,12,28,2023,Christmas Day,Thursday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-01-23,2024-03-12,Food Hamper ,3,12,2024,Ramadan,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-02-23,2024-03-12,Food Hamper ,3,12,2024,Ramadan,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-03-23,2024-03-12,Food Hamper ,3,12,2024,Ramadan,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-04-23,2024-04-16,Food Hamper ,4,16,2024,Eid al-Fitr,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-05-23,2024-05-21,Food Hamper ,5,21,2024,Laylat al-Qadr,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-06-23,2024-06-25,Food Hamper ,6,25,2024,Eid al-Adha,Tuesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-07-21,2024-07-24,Food Hamper ,7,24,2024,Islamic New Year,Wednesday,Weekday,60-80
T5E 4A2,3,1699830497078x614974966258242000,Active,1696013573115x892211002080398800,2024-06-23,2024-06-25,Food Hamper ,6,25,2024,Eid al-Adha,Tuesday,Weekday,60-80
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2023-11-27,2023-11-27,Food Hamper,11,27,2023,Remembrance Day,Monday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2023-12-27,2023-12-27,Food Hamper,12,27,2023,Christmas Day,Wednesday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-01-29,2024-01-29,Food Hamper,1,29,2024,New Year's Day,Monday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-02-29,2024-02-28,Food Hamper,2,28,2024,Family Day,Wednesday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-03-29,2024-03-28,Food Hamper,3,28,2024,Ramadan,Thursday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-04-29,2024-04-29,Food Hamper,4,29,2024,Eid al-Fitr,Monday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-05-29,2024-05-28,Food Hamper,5,28,2024,Laylat al-Qadr,Tuesday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-06-29,2024-06-27,Food Hamper,6,27,2024,Eid al-Adha,Thursday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-08-02,2024-08-01,Food Hamper,8,1,2024,Hajj,Thursday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-06-29,2024-06-27,Food Hamper,6,27,2024,Eid al-Adha,Thursday,Weekday,20-40
T5C 0R7,3,1699830470009x240293025495713400,Active,1696013573221x467957625486093760,2024-05-29,2024-05-28,Food Hamper,5,28,2024,Laylat al-Qadr,Tuesday,Weekday,20-40
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2023-12-04,2023-12-04,Food Hamper,12,4,2023,Christmas Day,Monday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-01-10,2024-01-09,Food Hamper,1,9,2024,New Year's Day,Tuesday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-02-10,2024-02-13,Food Hamper,2,13,2024,Family Day,Tuesday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-03-10,2024-03-14,Food Hamper,3,14,2024,Ramadan,Thursday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-04-10,2024-04-16,Food Hamper,4,16,2024,Eid al-Fitr,Tuesday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-05-10,2024-05-15,Food Hamper,5,15,2024,Laylat al-Qadr,Wednesday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-06-15,2024-07-22,Food Hamper,7,22,2024,Islamic New Year,Monday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-07-15,2024-06-18,Food Hamper,6,18,2024,Eid al-Adha,Tuesday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-08-15,2024-08-19,Food Hamper,8,19,2024,Hajj,Monday,Weekday,40-60
T5B 0C8,1,1699830464931x937276865513536600,Active,1696013573410x840322646750590800,2024-07-15,2024-06-18,Food Hamper,6,18,2024,Eid al-Adha,Tuesday,Weekday,40-60
T5H 3E1,4,1699830461353x534367903991919550,Active,1696013573453x156919147924271740,2023-12-13,2023-12-13,food,12,13,2023,Christmas Day,Wednesday,Weekday,20-40
T5H 3E1,4,1699830461353x534367903991919550,Active,1696013573453x156919147924271740,2024-01-13,2024-01-18,food,1,18,2024,New Year's Day,Thursday,Weekday,20-40
T5H 3E1,4,1699830461353x534367903991919550,Active,1696013573453x156919147924271740,2024-02-13,2024-02-22,food,2,22,2024,Family Day,Thursday,Weekday,20-40
T5H 3E1,4,1699830461353x534367903991919550,Active,1696013573453x156919147924271740,2024-04-13,2024-05-02,food,5,2,2024,Laylat al-Qadr,Thursday,Weekday,20-40
T5H 3E1,4,1699830461353x534367903991919550,Active,1696013573453x156919147924271740,2024-07-13,2024-07-24,food,7,24,2024,Islamic New Year,Wednesday,Weekday,20-40
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2023-12-12,2023-12-12,Food Hamper,12,12,2023,Christmas Day,Tuesday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-01-09,2024-01-09,Food Hamper,1,9,2024,New Year's Day,Tuesday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-02-12,2024-02-12,Food Hamper,2,12,2024,Family Day,Monday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-03-12,2024-03-14,Food Hamper,3,14,2024,Ramadan,Thursday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-04-12,2024-04-16,Food Hamper,4,16,2024,Eid al-Fitr,Tuesday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-05-12,2024-05-16,Food Hamper,5,16,2024,Laylat al-Qadr,Thursday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-06-12,2024-06-18,Food Hamper,6,18,2024,Eid al-Adha,Tuesday,Weekday,60-80
T6K 1R7,1,1699830490453x321869685389272400,Active,1696013573494x907649373497438200,2024-07-12,2024-07-24,Food Hamper,7,24,2024,Islamic New Year,Wednesday,Weekday,60-80
